name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt,year,age,make,model,City (L/100 km),Highway (L/100 km),Combined (L/100 km),market,km_per_year,usage_ratio,usage_category,annual_fuel_cost
*2006 FORD E450 17FT HIGH CUBE BOX DIESEL LOW MILEAGE,15000,207000.0,0,https://www.craigslist.org/view/d/vancouver-2006-ford-e450-17ft-high-cube/fPuBAmEMNHJMziwirxwTbV,excellent,diesel,white,clean,automatic,truck,,,Vancouver,,,2006.0,20.0,Ford,,,,,American,10350.0,0.69,Below Average,
~~ 2015 Ford Focus ST (ST-3) - 2 owner / meticulously maintained  ~~,12900,225000.0,0,https://www.craigslist.org/view/d/vancouver-ford-focus-st-st-owner/bH52xFBmjGJhEwpKfHCPWr,excellent,gas,blue,clean,manual,hatchback,4.0,fwd,Vancouver,,,2015.0,11.0,Ford,Focus ST,9.75,7.0,8.5,American,20454.5,1.36,Above Average,2295.0
1996  Chev 3500 1 ton  dually 4x4,6000,240000.0,0,https://www.craigslist.org/view/d/delta-northeast-1996-chev-ton-dually-4x4/avfD2ni79mAbp6xqj7nSvq,good,gas,white,clean,automatic,,8.0,4wd,Delta,,,1996.0,30.0,,,,,,,8000.0,0.53,Below Average,
"1956 Ford Courier Sedan Delivery car, rare car,only 8757 made",10450,6092.0,0,https://www.craigslist.org/view/d/vancouver-1956-ford-courier-sedan/jkZVRCFnAHusmceTQ4zKLZ,good,gas,black,clean,automatic,wagon,8.0,rwd,Vancouver,,,1956.0,70.0,Ford,,,,,American,87.0,0.01,Ultra Low/Weekend,
2017 Dodge Grand Caravan SXT,8500,143000.0,0,https://www.craigslist.org/view/d/vancouver-2017-dodge-grand-caravan-sxt/2yCdKboavCdomrWJUndk9a,excellent,gas,white,clean,automatic,minivan,6.0,fwd,city of vancouver,,,2017.0,9.0,Dodge,Grand Caravan,16.549999999999997,11.35,14.25,American,15888.9,1.06,Average,3848.0
2007 Toyota Highlander Hybrid Limited,7500,311072.0,0,https://www.craigslist.org/view/d/vancouver-2007-toyota-highlander-hybrid/8zSZ9AzCw3XtJo5JJJ7Qt2,good,hybrid,green,salvage,automatic,SUV,6.0,4wd,Vancouver,,,2007.0,19.0,Toyota,Highlander,11.6,10.2,10.95,Japanese,16372.2,1.09,Average,2956.0
2004 TURBO DIESEL TOYOTA 4 RUNNER,18900,169000.0,0,https://www.craigslist.org/view/d/burnaby-2004-turbo-diesel-toyota-runner/nzWtqEvgZxkX4pJettvE5q,,diesel,,clean,automatic,,,,city of vancouver,,,2004.0,22.0,Toyota,4-Runner,,,,Japanese,7681.8,0.51,Ultra Low/Weekend,
1996 Hummer H1 - PICKUP - RARE,72000,26200.0,0,https://www.craigslist.org/view/d/vancouver-1996-hummer-h1-pickup-rare/55CGsWpJ3uaqUF5ki8wpPe,like new,diesel,,clean,automatic,pickup,8.0,4wd,Kerrisdale,,,1996.0,30.0,Hummer,,,,,American,873.3,0.06,Ultra Low/Weekend,
2010 Toyota Hiace 4WD Turbo Diesel Camper,31800,166000.0,0,https://www.craigslist.org/view/d/burnaby-2010-toyota-hiace-4wd-turbo/29azLnFNp3sSsSEyAPQy8i,,diesel,,clean,automatic,,,,city of vancouver,,,2010.0,16.0,Toyota,,,,,Japanese,10375.0,0.69,Below Average,
2015 Low kilometer verano,13950,66282.0,0,https://www.craigslist.org/view/d/vancouver-2015-low-kilometer-verano/j5kBaZ7N5TrpRWpE7MXyD2,excellent,gas,black,clean,automatic,sedan,4.0,fwd,East vancouver,1G4PR5SK2F4162421,,2015.0,11.0,,,,,,,6025.6,0.4,Ultra Low/Weekend,
2022 Mercedes-Benz GLC 300 4MATIC,35800,59147.0,0,https://www.craigslist.org/view/d/north-vancouver-2022-mercedes-benz-glc/9torPzLsy5s5nD2AmgSshS,like new,gas,white,clean,automatic,SUV,,4wd,North Vancouver,,,2022.0,4.0,Mercedes-Benz,GLC 300,11.5,8.8,10.25,European,14786.8,0.99,Average,2768.0
2012 Honda Civic SI (4 door),16350,135000.0,0,https://www.craigslist.org/view/d/burnaby-2012-honda-civic-si-door/9nHvguLnQBKV1Qz8L4VYET,like new,gas,white,clean,manual,sedan,4.0,fwd,New westminster,,,2012.0,14.0,Honda,Civic Si,8.4,6.25,7.449999999999999,Japanese,9642.9,0.64,Below Average,2012.0
2011 BMW X5 3.0L Turbo Diesel,7500,317000.0,0,https://www.craigslist.org/view/d/vancouver-2011-bmw-x5-30l-turbo-diesel/mFjCPgSmeDGvJDUE3xrHen,excellent,diesel,grey,clean,automatic,SUV,6.0,4wd,Vancouver,,,2011.0,15.0,BMW,X5,13.45,9.55,11.7,European,21133.3,1.41,Above Average,3159.0
Jeep Cherokee 2018,13500,115000.0,0,https://www.craigslist.org/view/d/port-moody-jeep-cherokee-2018/2H3BUvadWpGsoC671nif2h,like new,gas,blue,clean,automatic,SUV,4.0,4wd,Port Coquitlam,,,2018.0,8.0,Jeep,Cherokee,11.4,8.7,10.2,American,14375.0,0.96,Average,2754.0
2014 Jeep grand Cherokee,11999,150000.0,0,https://www.craigslist.org/view/d/port-moody-2014-jeep-grand-cherokee/pzDSbM4A6j4xcvP9M6SAYq,like new,gas,black,clean,automatic,SUV,6.0,4wd,Port Coquitlam,,,2014.0,12.0,Jeep,Grand Cherokee,15.8,11.4,13.85,American,12500.0,0.83,Average,3739.0
"2017 BMW M4 Convertible | 66,500km | Well Maintained | Priced to Sell",55500,66500.0,0,https://www.craigslist.org/view/d/vancouver-2017-bmw-m4-convertible-km/43ex44ut4NEY7VHTUedhJ9,like new,gas,white,clean,automatic,convertible,6.0,rwd,Vancouver,WBS3U9C50HP970701,,2017.0,9.0,BMW,M4,13.85,9.35,11.9,European,7388.9,0.49,Ultra Low/Weekend,3213.0
2008 Hummer H2 - 7 Passenger | Well Maintained | Major Service done,39500,21648.0,0,https://www.craigslist.org/view/d/vancouver-2008-hummer-h2-passenger-well/hgSnTQnhfNWH8WdUg8GHYz,excellent,gas,black,clean,automatic,SUV,8.0,4wd,Vancouver,5GRGN23898H103829,,2008.0,18.0,Hummer,,,,,American,1202.7,0.08,Ultra Low/Weekend,
2019 Nissan Rogue SV AWD | Low Km’s | Panoramic Moonroof |,19800,72865.0,0,https://www.craigslist.org/view/d/vancouver-2019-nissan-rogue-sv-awd-low/6anWeZbPxVpPJVbarTsJz4,like new,gas,grey,clean,automatic,SUV,4.0,4wd,Vancouver,5N1AT2MVXKC710601,,2019.0,7.0,Nissan,Rogue,9.4,7.35,8.5,Japanese,10409.3,0.69,Below Average,2295.0
2002 Porsche 911 carrera (996),49500,100300.0,0,https://www.craigslist.org/view/d/vancouver-2002-porsche-911-carrera-996/6SyX2zPkDCJaHBMK1gfbTF,excellent,gas,grey,clean,automatic,coupe,6.0,rwd,Vancouver,WP0AA29902S623589,,2002.0,24.0,Porsche,911 Carrera,14.65,9.85,12.5,European,4179.2,0.28,Ultra Low/Weekend,3375.0
2015 Mercedes-Benz GL550 4matic,27500,121689.0,0,https://www.craigslist.org/view/d/vancouver-2015-mercedes-benz-gl550/sEHhDWjwhioXDka1LsZ6zg,excellent,gas,blue,clean,automatic,SUV,8.0,4wd,South Vancouver,4JGDF7DE8FA497747,,2015.0,11.0,Mercedes-Benz,GL 550,17.5,13.2,15.6,European,11062.6,0.74,Below Average,4212.0
2010 AUDI R8,82900,84000.0,0,https://www.craigslist.org/view/d/burnaby-2010-audi-r8/6ECasivX9V1Z6LuB9Y8cVN,,gas,,clean,automatic,coupe,,,city of vancouver,,,2010.0,16.0,Audi,R8,18.85,13.0,16.1,European,5250.0,0.35,Ultra Low/Weekend,4347.0
2016 Volkswagen GTI,6900,224000.0,0,https://www.craigslist.org/view/d/burnaby-2016-volkswagen-gti/4jadLprgqGduEtz6wzjgaZ,,gas,,clean,automatic,,,,city of vancouver,,,2016.0,10.0,Volkswagen,GTI,,,,European,22400.0,1.49,Above Average,
2004 BMW 760Li V12 INDIVIDUAL SPEC,6700,169000.0,0,https://www.craigslist.org/view/d/burnaby-2004-bmw-760li-v12-individual/3JsENs7L8TVtNKHDVqPbLG,,gas,,clean,automatic,sedan,,,city of vancouver,,,2004.0,22.0,BMW,760Li,17.6,11.2,14.7,European,7681.8,0.51,Ultra Low/Weekend,3969.0
2016 Mitsubishi RVR GT AWD - Panoramic Roof - 2.4L Engine - 125 000,13000,125000.0,0,https://www.craigslist.org/view/d/vancouver-2016-mitsubishi-rvr-gt-awd/scX9vJR6tS2yW4e1mZKdBr,excellent,gas,blue,rebuilt,automatic,SUV,,fwd,UBC,,,2016.0,10.0,Mitsubishi,RVR,10.3,8.0,9.3,Japanese,12500.0,0.83,Average,2511.0
2012 Audi Q5 2.0T Premium Plus,8900,131000.0,0,https://www.craigslist.org/view/d/vancouver-2012-audi-q5-20t-premium-plus/qn263kxaCRZ7jXNDHxYL6q,excellent,gas,white,clean,automatic,SUV,4.0,4wd,Vancouver,,,2012.0,14.0,Audi,Q5,12.0,9.1,10.7,European,9357.1,0.62,Below Average,2889.0
2022 Ford Escape Titanium,17900,159000.0,0,https://www.craigslist.org/view/d/vancouver-2022-ford-escape-titanium/fEdkKmU5BF4hfU5sfdjPjx,,gas,,clean,automatic,SUV,,,Hastings boundary,,,2022.0,4.0,Ford,Escape,8.5,6.8,7.8,American,39750.0,2.65,Highway/Heavy Commute,2106.0
2017 Mercedes Benz CLS 250 AWD,12500,150000.0,0,https://www.craigslist.org/view/d/vancouver-2017-mercedes-benz-cls-250-awd/e2RF38QaMJFTyLQTngQFAJ,excellent,gas,blue,clean,automatic,sedan,4.0,4wd,Vancouver,,,2017.0,9.0,Mercedes-Benz,,,,,European,16666.7,1.11,Average,
2008 HONDA Element SC,4500,400000.0,0,https://www.craigslist.org/view/d/vancouver-2008-honda-element-sc/saJvwVELYH2uWExC9R3KDi,excellent,gas,brown,clean,manual,SUV,4.0,fwd,Vancouver,,,2008.0,18.0,Honda,Element,12.65,10.05,11.5,Japanese,22222.2,1.48,Above Average,3105.0
2009 land rover lr2,4500,240000.0,0,https://www.craigslist.org/view/d/vancouver-2009-land-rover-lr2/wprGZkwpFj6WvJywunwXh9,excellent,gas,blue,clean,automatic,SUV,6.0,4wd,Vancouver,,,2009.0,17.0,Land Rover,LR2,15.7,10.7,13.5,European,14117.6,0.94,Average,3645.0
VW Westfalia (1987) 2.5L Subaru engine (2023),35000,367000.0,0,https://www.craigslist.org/view/d/vancouver-vw-westfalia-subaru-engine/jSUfKrktVA8t5yV7NJRMJA,good,gas,white,clean,manual,van,4.0,rwd,Gastown,,,1987.0,39.0,Volkswagen,,,,,European,9410.3,0.63,Below Average,
MINT CONDITION 1994 FORD MUSTANG,9000,115000.0,0,https://www.craigslist.org/view/d/north-island-mint-condition-1994-ford/xAP5y5XU8RDpa2J1SJik7D,,gas,blue,clean,automatic,coupe,6.0,rwd,Van b.c,,,1994.0,32.0,Ford,Mustang,,,,American,3593.8,0.24,Ultra Low/Weekend,
1955 Chevy 210 post,25000,10000.0,0,https://www.craigslist.org/view/d/nanaimo-1955-chevy-210-post/auvVenVfvQNjXDDWprXLUA,excellent,gas,black,clean,automatic,sedan,8.0,,Vancouver,,,1955.0,71.0,Chevrolet,,,,,American,140.8,0.01,Ultra Low/Weekend,
"2007 BMW 335xi 75,000km",9900,75000.0,0,https://www.craigslist.org/view/d/vancouver-2007-bmw-335xi-75000km/5sLU1SQfoEUcq9Zcyr52c3,excellent,gas,grey,clean,automatic,sedan,6.0,4wd,Vancouver,,,2007.0,19.0,BMW,335xi,13.85,9.45,11.85,European,3947.4,0.26,Ultra Low/Weekend,3200.0
2007 jdm imported minivan elysion,10599,93000.0,0,https://www.craigslist.org/view/d/vancouver-2007-jdm-imported-minivan/upx8cG7DPN3GS7qhVTuc1J,like new,gas,black,clean,automatic,minivan,6.0,fwd,Vancouver,,,2007.0,19.0,MINI,,,,,European,4894.7,0.33,Ultra Low/Weekend,
1988 ford mustanf 5.0 fox convertible,19850,193000.0,0,https://www.craigslist.org/view/d/vancouver-1988-ford-mustanf-50-fox/e686W3QYKCxqZsezW4bxtL,excellent,gas,blue,clean,manual,convertible,,,Vancouver,,,1988.0,38.0,Ford,,,,,American,5078.9,0.34,Ultra Low/Weekend,
2010 Dodge Grand Caravan - Camperized,5000,206000.0,0,https://www.craigslist.org/view/d/vancouver-2010-dodge-grand-caravan/28fQh4VcbV3KfH3mw3JT2y,good,gas,grey,clean,automatic,minivan,,,city of vancouver,,,2010.0,16.0,Dodge,Grand Caravan,14.2,9.9,12.3,American,12875.0,0.86,Average,3321.0
TOYOTA COROLLA 2004 VERY LOW KMS 138000,6500,138000.0,0,https://www.craigslist.org/view/d/vancouver-toyota-corolla-2004-very-low/78fk37nFh8iW3XgGpPScfy,like new,gas,grey,clean,automatic,sedan,4.0,fwd,Vancouver,,,2004.0,22.0,Toyota,Corolla,8.850000000000001,6.7,7.85,Japanese,6272.7,0.42,Ultra Low/Weekend,2120.0
2000 Honda CRV,4000,339000.0,0,https://www.craigslist.org/view/d/vancouver-2000-honda-crv/bxqQi71M6qoTA4zfSEbHR9,good,gas,black,clean,automatic,SUV,4.0,fwd,Metro Vancouver,,,2000.0,26.0,Honda,CR-V,12.5,10.5,11.6,Japanese,13038.5,0.87,Average,3132.0
Jaguar XJ 2012,18000,91000.0,0,https://www.craigslist.org/view/d/vancouver-jaguar-xj-2012/rr5sqCsP3FgPwUuXDxpbjg,good,gas,grey,clean,automatic,sedan,8.0,rwd,vancouver,,,2012.0,14.0,Jaguar,XJ,15.2,10.55,13.1,European,6500.0,0.43,Ultra Low/Weekend,3537.0
2001 GMC Yukon Denali,5500,275000.0,0,https://www.craigslist.org/view/d/burnaby-2001-gmc-yukon-denali/8XYMAsPAgHjUi6daynozdZ,good,gas,,clean,automatic,SUV,8.0,4wd,Burnaby,,,2001.0,25.0,GMC,Yukon Denali,,,,American,11000.0,0.73,Below Average,
2009 Porsche Cayenne Turbo,30000,100200.0,0,https://www.craigslist.org/view/d/vancouver-2009-porsche-cayenne-turbo/fSYqUnMuE8W1mWhzPXq5Au,excellent,gas,silver,clean,automatic,SUV,8.0,4wd,Vancouver,,,2009.0,17.0,Porsche,Cayenne,19.9,12.6,16.6,European,5894.1,0.39,Ultra Low/Weekend,4482.0
2010 Jaguar xfr,14800,120000.0,0,https://www.craigslist.org/view/d/burnaby-2010-jaguar-xfr/fbvpfk3STQR5wAN6Gu15Do,good,gas,custom,clean,automatic,sedan,,,city of vancouver,,,2010.0,16.0,Jaguar,XFR,,,,European,7500.0,0.5,Ultra Low/Weekend,
"1994 Ford Thunderbird V6 — 135,692 km — Classic American Coupe",4500,135692.0,0,https://www.craigslist.org/view/d/langley-city-1994-ford-thunderbird-km/kaoNkBaGxhgAoJkD6hA9g1,good,gas,blue,clean,automatic,coupe,6.0,rwd,Vancouver,,,1994.0,32.0,Ford,Thunderbird,,,,American,4240.4,0.28,Ultra Low/Weekend,
2016 Chevy Cruz,3995,215000.0,0,https://www.craigslist.org/view/d/vancouver-2016-chevy-cruz/qZGwmeavtS9dW9mdcRQ8xZ,excellent,gas,black,clean,automatic,coupe,4.0,fwd,city of vancouver,,,2016.0,10.0,Chevrolet,,,,,American,21500.0,1.43,Above Average,
2015 Chevy Savana extended,20000,106700.0,0,https://www.craigslist.org/view/d/vancouver-2015-chevy-savana-extended/3ZrwoPigDz8id9f1b9HSFy,good,gas,white,clean,automatic,van,8.0,rwd,Vancouver,,,2015.0,11.0,Chevrolet,,,,,American,9700.0,0.65,Below Average,
2008 Chevy Colorado Crew Cab,9800,157166.0,0,https://www.craigslist.org/view/d/langley-city-2008-chevy-colorado-crew/d5qfPsSje54AFMx2t8J8HG,good,gas,blue,clean,automatic,pickup,4.0,rwd,Langley,1GCCS199088173190,,2008.0,18.0,Chevrolet,Colorado Crew Cab,13.6,9.85,11.9,American,8731.4,0.58,Below Average,3213.0
2008 Chevy Colorado,9800,157166.0,0,https://www.craigslist.org/view/d/langley-city-2008-chevy-colorado/2k3ett5JeAmbcp8VEBzxcJ,good,gas,blue,clean,automatic,pickup,4.0,rwd,Langley,,,2008.0,18.0,Chevrolet,Colorado,13.8,10.2,12.2,American,8731.4,0.58,Below Average,3294.0
2009 TOYOTA MATRIX XR HATCHBACK ONLY 173000K,12500,173000.0,0,https://www.craigslist.org/view/d/new-westminster-southwest-2009-toyota/9Ak1zxEMoinHkr4swS8MwQ,excellent,gas,grey,clean,automatic,hatchback,4.0,fwd,city of vancouver,,,2009.0,17.0,Toyota,Matrix,,,,Japanese,10176.5,0.68,Below Average,
2018 Chevrolet Bolt EV,19800,177000.0,0,https://www.craigslist.org/view/d/vancouver-2018-chevrolet-bolt-ev/rhW63gNTs7J3p4kwAwisxR,excellent,electric,black,clean,automatic,hatchback,,fwd,Dunbar,,,2018.0,8.0,Chevrolet,,,,,American,22125.0,1.48,Above Average,
2021 VW JETTA HIGH LINE PERFECT CONDITION,18500,81000.0,0,https://www.craigslist.org/view/d/burnaby-2021-vw-jetta-high-line-perfect/v2F8N5F8Ztt9W2aa37X1bR,excellent,gas,white,clean,automatic,sedan,4.0,fwd,Burnaby,,,2021.0,5.0,Volkswagen,Jetta,7.95,5.9,7.0,European,16200.0,1.08,Average,1890.0
Acura mdx 2002,3700,228000.0,0,https://www.craigslist.org/view/d/burnaby-acura-mdx-2002/gSnbAVKMw34Jq6GfUb8g3U,good,gas,silver,clean,automatic,SUV,6.0,4wd,Burnaby,,,2002.0,24.0,Acura,MDX,15.5,11.1,13.5,Japanese,9500.0,0.63,Below Average,3645.0
"2012 Mitsubishi RVR AWD GT Apple Carplay, CVT fluid changed 3 times",8500,232834.0,0,https://www.craigslist.org/view/d/vancouver-2012-mitsubishi-rvr-awd-gt/2kEnVXxdrNdqFjsJfHbapY,good,gas,grey,clean,automatic,SUV,4.0,4wd,Vancouver,JA4AJ4AU3CZ605084,,2012.0,14.0,Mitsubishi,RVR,9.9,7.9,9.0,Japanese,16631.0,1.11,Average,2430.0
"2021 Subaru Forester SPORT 2.5i Symmetric AWD, low km, old lady driver",38500,21000.0,0,https://www.craigslist.org/view/d/vancouver-2021-subaru-forester-sport/9V2eV5tUdjXj1AS8E1J8Xb,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,Vancouver,,,2021.0,5.0,Subaru,Forester,9.0,7.2,8.2,Japanese,4200.0,0.28,Ultra Low/Weekend,2214.0
2007 Mercedes B class,5500,82000.0,0,https://www.craigslist.org/view/d/vancouver-2007-mercedes-class/pXSoNZ9eHipNFeVXfPXveh,excellent,gas,white,clean,automatic,wagon,4.0,fwd,Vancouver/Dunbar/UBC,,,2007.0,19.0,Mercedes-Benz,,,,,European,4315.8,0.29,Ultra Low/Weekend,
2010 Mini Clubman (RHD),5500,90000.0,0,https://www.craigslist.org/view/d/vancouver-2010-mini-clubman-rhd/t5hCrnSgjwn6sr4bNYysnK,good,gas,red,clean,automatic,hatchback,4.0,fwd,Vancouver/Dunbar/UBC,,,2010.0,16.0,MINI,,,,,European,5625.0,0.38,Ultra Low/Weekend,
2008 Toyota Ractis 1.5G,6500,21500.0,0,https://www.craigslist.org/view/d/vancouver-2008-toyota-ractis-15g/cmsosJtKQbczffkjLCMjoG,excellent,gas,blue,clean,automatic,hatchback,4.0,fwd,Vancouver/Dunbar/UBC,,,2008.0,18.0,Toyota,,,,,Japanese,1194.4,0.08,Ultra Low/Weekend,
2013 Ford Fiesta,6000,93000.0,0,https://www.craigslist.org/view/d/vancouver-2013-ford-fiesta/bfkiwfC6UtGkTXX3MEWdLT,excellent,gas,silver,clean,automatic,hatchback,4.0,fwd,Vancouver,,,2013.0,13.0,Ford,Fiesta,8.1,6.2,7.2,American,7153.8,0.48,Ultra Low/Weekend,1944.0
2023 VinFast VF8 Eco Plus – Fully Electric SUV ⚡,29900,23000.0,0,https://www.craigslist.org/view/d/langley-2023-vinfast-vf8-eco-plus-fully/nfk7Mxk3NpZFp6s5Mf8AWY,new,electric,black,clean,automatic,SUV,,,city of vancouver,,,2023.0,3.0,,,,,,,7666.7,0.51,Ultra Low/Weekend,
2015 Volkswagen Jetta TDI  Manual Sedan,6000,178653.0,0,https://www.craigslist.org/view/d/vancouver-2015-volkswagen-jetta-tdi/teDEYFfrCHQMEZUVGciDTc,good,diesel,grey,rebuilt,manual,sedan,4.0,fwd,Vancouver Kitsilano,,,2015.0,11.0,Volkswagen,Jetta TDI,7.6,5.15,6.5,European,16241.2,1.08,Average,1755.0
2004 Toyota Corolla,4950,221000.0,0,https://www.craigslist.org/view/d/vancouver-2004-toyota-corolla/3USvGNcVVBa92kWBtb3px5,good,gas,,clean,automatic,sedan,,,Vancouver,,,2004.0,22.0,Toyota,Corolla,8.850000000000001,6.7,7.85,Japanese,10045.5,0.67,Below Average,2120.0
2015 kia sorento AWD,8999,143000.0,0,https://www.craigslist.org/view/d/port-coquitlam-north-2015-kia-sorento/7WrxmAHC31qtuwuV3J4ctL,excellent,gas,purple,clean,automatic,SUV,4.0,4wd,Port Coquitlam North,,,2015.0,11.0,Kia,Sorento,12.0,9.05,10.65,Korean,13000.0,0.87,Average,2876.0
"2005 Mercedes Benz CLS350 V6 $8000 (83,000 kms)",7500,83000.0,0,https://www.craigslist.org/view/d/vancouver-2005-mercedes-benz-cls350-kms/pvAzJPpTJjLt6g39ULkShC,excellent,gas,custom,clean,automatic,sedan,6.0,rwd,Vancouver,,,2005.0,21.0,Mercedes-Benz,S 350,,,,European,3952.4,0.26,Ultra Low/Weekend,
2016 Land Rover LR4 HSE AWD  7-Passanger,19999,181000.0,0,https://www.craigslist.org/view/d/st-johns-north-2016-land-rover-lr4-hse/ftN1jJUrUosUpz38ERNkzJ,like new,gas,white,clean,automatic,SUV,6.0,4wd,city of vancouver,,,2016.0,10.0,Land Rover,LR4,16.2,12.1,14.3,European,18100.0,1.21,Above Average,3861.0
2021 Jeep Gladiator,38000,180000.0,0,https://www.craigslist.org/view/d/surrey-2021-jeep-gladiator/3v1zXU2iAzZonJ6LiCb6LD,like new,gas,grey,clean,automatic,pickup,6.0,4wd,surrey,,,2021.0,5.0,Jeep,Gladiator,12.35,9.55,11.15,American,36000.0,2.4,Highway/Heavy Commute,3010.0
2010 VW Beetle Convertible 2.5 L Manual Transmission,6500,196000.0,0,https://www.craigslist.org/view/d/vancouver-2010-vw-beetle-convertible-25/ehp5hUTh3WxLaJEF6N8Nqk,,gas,,clean,manual,convertible,,,Vancouver,,,2010.0,16.0,Volkswagen,Beetle,,,,European,12250.0,0.82,Average,
1962 buick lesabre 1 owner,37000,123456.0,0,https://www.craigslist.org/view/d/vancouver-1962-buick-lesabre-owner/5SmnXPcU6i6KwkgTcargfn,like new,gas,blue,clean,automatic,coupe,8.0,rwd,Vancouver,,,1962.0,64.0,Buick,LeSabre,,,,American,1929.0,0.13,Ultra Low/Weekend,
2014 Chevrolet Silverado,10000,170808.0,0,https://www.craigslist.org/view/d/vancouver-2014-chevrolet-silverado/ceBesTTvFN8ZS3aftZp1za,fair,gas,white,clean,automatic,pickup,8.0,4wd,Vancouver,,,2014.0,12.0,Chevrolet,Silverado,16.35,11.55,14.2,American,14234.0,0.95,Average,3834.0
"2020 Mercedes-Benz Sprinter 3500, High Roof, Extended!",33500,230000.0,0,https://www.craigslist.org/view/d/new-westminster-2020-mercedes-benz/e32G8HFjsWNV9cv1QX7Qyk,like new,diesel,white,clean,automatic,van,5.0,rwd,New Westminster,,,2020.0,6.0,Mercedes-Benz,R 350,,,,European,38333.3,2.56,Highway/Heavy Commute,
2016 Ford Transit T250 Cargo Van,27500,150000.0,0,https://www.craigslist.org/view/d/new-westminster-2016-ford-transit-t250/jGEC2XuAFE3Bnagpfjf6yi,like new,gas,white,clean,automatic,van,6.0,rwd,New Westminster,,,2016.0,10.0,Ford,,,,,American,15000.0,1.0,Average,
"1981 Mercedes-Benz 380SL Roadster – 143,000 KM – Both Tops",14900,143000.0,0,https://www.craigslist.org/view/d/vancouver-1981-mercedes-benz-380sl/cx93HCC6jsW5tUJnCmKLXs,,gas,,clean,automatic,,8.0,rwd,Vancouver,,,1981.0,45.0,Mercedes-Benz,SLR,,,,European,3177.8,0.21,Ultra Low/Weekend,
2008 Mercedes S 450 91k Original K,16800,91000.0,0,https://www.craigslist.org/view/d/nanaimo-2008-mercedes-k-original/4hy2qMJQS4QuzU4Q5BCwTc,,gas,,clean,automatic,sedan,,,Nanaimo Northwest,,,2008.0,18.0,Mercedes-Benz,S 450,16.1,11.0,13.8,European,5055.6,0.34,Ultra Low/Weekend,3726.0
Selling my 2023 Dodge Charger R/T Daytona in the beautiful and rare Go,47000,60000.0,0,https://www.craigslist.org/view/d/surrey-selling-my-2023-dodge-charger-t/v4eGjeVcKmyLBhLJt5sYeW,new,gas,orange,clean,automatic,sedan,8.0,rwd,city of vancouver,,,2023.0,3.0,Dodge,Charger R/T,13.75,9.05,11.65,American,20000.0,1.33,Above Average,3146.0
Lexus LX470 1999 with rear locker,6000,385000.0,0,https://www.craigslist.org/view/d/vancouver-lexus-lx-with-rear-locker/iZKosUBDFh7FysCSo3xRzR,fair,gas,grey,clean,automatic,SUV,8.0,4wd,East Vancouver,,,1999.0,27.0,Lexus,LX 470,19.4,15.4,17.6,Japanese,14259.3,0.95,Average,4752.0
"2016 Ford F250 Super Duty Long Bed, 4x4, Canopy!!",16980,260000.0,0,https://www.craigslist.org/view/d/new-westminster-2016-ford-f250-super/t7fq3VfCrXRDJ8i6jgEWBe,like new,gas,white,clean,automatic,pickup,8.0,rwd,New Westminster,,,2016.0,10.0,Ford,F-250,,,,American,26000.0,1.73,Highway/Heavy Commute,
2006 Infiniti QX56 SUV,4800,250000.0,0,https://www.craigslist.org/view/d/vancouver-2006-infiniti-qx56-suv/cq6RRb4fg2W1RnRbYYdPpT,excellent,gas,black,clean,automatic,SUV,8.0,4wd,city of vancouver,,,2006.0,20.0,Infiniti,QX56,20.0,14.2,17.4,Japanese,12500.0,0.83,Average,4698.0
2021 Jeep Gladiator,38000,180000.0,0,https://www.craigslist.org/view/d/surrey-2021-jeep-gladiator/o8nR2rVGSJgWiUewHo4YhS,like new,gas,grey,clean,automatic,pickup,6.0,4wd,surrey,,,2021.0,5.0,Jeep,Gladiator,12.35,9.55,11.15,American,36000.0,2.4,Highway/Heavy Commute,3010.0
2003 Toyota MR2 Spyder Convertible,14200,85800.0,0,https://www.craigslist.org/view/d/vancouver-2003-toyota-mr2-spyder/6iEgLYSdVCDzEZHPhxpqT5,excellent,gas,red,clean,manual,convertible,4.0,rwd,Marpole area of Vancouver,,,2003.0,23.0,Toyota,,,,,Japanese,3730.4,0.25,Ultra Low/Weekend,
"2020 Chevrolet Express 4500 Bus, Fresh CVI!",29980,240000.0,0,https://www.craigslist.org/view/d/new-westminster-2020-chevrolet-express/2owtzYnyvRJrvr1ALQZX8G,,gas,white,clean,automatic,bus,,,city of vancouver,,,2020.0,6.0,Chevrolet,,,,,American,40000.0,2.67,Highway/Heavy Commute,
"2016 Ford Transit 250, Medium Roof, New Transmission!",22500,260000.0,0,https://www.craigslist.org/view/d/new-westminster-2016-ford-transit-250/eWCKKs6rrm6xjApEBSZTwv,like new,gas,white,clean,automatic,van,6.0,rwd,city of vancouver,,,2016.0,10.0,Ford,,,,,American,26000.0,1.73,Highway/Heavy Commute,
"2006 Ford E350 Bucket Van, 29 FT",14500,190000.0,0,https://www.craigslist.org/view/d/new-westminster-2006-ford-e350-bucket/8RKSBiNWvY2cjSZ2eJGuLJ,like new,gas,blue,clean,automatic,van,8.0,rwd,city of vancouver,,,2006.0,20.0,Ford,E350,,,,American,9500.0,0.63,Below Average,
